dsp_id	title	artists	isrc	usages	revenue
cYYOYtsgtpRyztjEZqsLsszqJmottp	size sing project	Danielle Reid|Caroline Brown|Janice Murray|David Johnston|Christina Mcdonald	MGLHU1557410	776399	6.87902
ObYNOOfQWQTbCeiBErDJxferLqozqs	friend age beat	Vincent Page	IQBAK0720913	850597	692994605.116
eYaUtnnyOwctTMfmsjXoVpCHyzCgyl	including computer majority	John Bell	SCJQF7780042	418529	8684955.692
QvWgvDJVWMvdlgdmMbfLJasvezmTMt	country realize home	Eric Santiago|Bradley Green|Brett Henry|Alexandra Martin|Lisa Richardson	KWKMU8233583	419167	5819370743977.5
pLFEXtBwVKoGsRDZCXvZNSExaGfjPI	beyond produce everybody	Bryce Henderson|Todd Patterson	FMNRM4405992	73404	188225.9
FcLjRUkDtUjOWagUwstoevLFMHfLlq	Congress talk	Gabrielle Booth|Lauren Wolfe|Connor King	NAJGI1776341	380316	2193.144573835
VlYNTVtybnarrUWsVNcQZhCurikLyr	east subject herself	Mrs. Suzanne Orr PhD|Sara Gordon	GTAUC2434391	166196	531008.6923
dGcvCiPuzdstOHPHlOUgbcqTKBDvyU	benefit carry	Kevin Davila|Robert Novak|Daniel Wheeler|Jason Rodriguez	SKIJP0404191	589268	635620499148.0
UrZErUhwEMsxgFVunsiNnGOLCjpwyt	available under century	Courtney Jackson	FIVHE8802689	538794	8163.0
LQsAzQidobxthTEYtpxsAkBZVuvSlB	prevent discuss book	Charles Garcia|Stephen Williams|Travis Smith|Caleb Morgan|Tina Kline	SYBRU3495108	736145	47889274.0
dOYIrCovtCfCUyBNdkEJWhPcwyuqVC	arm Congress people factor	John Vaughan|John Myers|Andrew Alvarez|Allen Smith|Jerry Melendez	GETPJ7501101	933765	47657.8927247
NaqLXuYgCgVyGKjhFyRlaKZgvqFuTE	wish toward enter	Mrs. Martha Lewis MD|Cole Reyes|Michael Hoffman|Michael Meadows|Melissa Marshall	DEMLD5665957	913888	11445570456.2257
uXXmZjJRrVsberpuZgbkwGSymDqNTD	teacher although behavior major	Marcus Boyd|Jennifer Walker	JMAYN2276740	438004	359510.62618
hDUHGvmmsMKyCdgToTErINexRSsrTr		Rhonda Cox|Jay Young|Sean Humphrey|Kathy Shah|Katelyn Stephens	SDDLK3927032	269174	654507.335962
nTzZsVtTizhTqxMrAranyBOEBFuBjT	around else democratic	Christine Russell|Thomas Barnes	ATJTO9956128	773656	16103098859136.0
JwZkoNdoSbkPBzAYXnROWDuOhMVOLF	receive recently	Nicole Jackson|Susan Stewart|Deanna Cook|Jamie Howard	STWMP2271239	300060	
wSzkLXvavVYAACquiILKGqbBVGUpMu	father research catch challenge	Alex Fleming|Teresa Cook|Rebecca Haynes|Amanda Wallace|Cameron Larson	CVMQV8047276	284820	95.1022984
PLzbCwDzqhhTdTIDWHTjclkLAwFUVl	want black	Shane Johnson|Julie Spencer MD|Ricky Yates|Tracy Gordon|Molly Alvarado	COPYR6542750	252125	13322.1999406
WVljTCDGJypOHibVAkiSgTrvrOshKL	including experience score total	Isaiah Jones|Kirsten Rivera|Dr. Donna Dickerson|Jasmine Lindsey MD	CMXBN4872034	376611	6.0
yJiEhDMmIuAJuICzdMnYksyzgZGALL	part agreement	Nicholas Silva|Ralph Walker|Kelsey Adams|Michelle Hughes|Daniel Obrien	DMHQH9900880	613714	19795120.0
kCKedKLWJyaKWTLJqazlNLscgnoZvv	issue trade	Sarah Dean|Bobby Martin|Kenneth Andrews|Dominic Phillips|Daniel Richardson	MAKQH9934341	147031	4613638040382.87
TmUJyUKpHEjZOAAGBTEGvYVZYTeWXr	pass how	Cynthia Hernandez	MNEEN0382545	933623	90.70208537362
XMqgheNVQGXzjDaiIuZQDCfXOSQsKb	firm far where	Jessica Malone	USVDU0215539	877956	711180129605704.0
MfgUuBxbDQaiIsNhPbumQrtPuFPSuI	best spend	David Brown|Laura Rowe DDS|Joseph Owens	ILUIY2931210	884931	859699126.342
nxrUAsUeeQVlVOtPlLytofBSUChaow	lawyer rise	John Allen	TNKUE7783558	660133	38402.84693197
xvoozjvxCOJdMARZYhMluCcxyWVrrZ		Christy Watson|Stephanie Ayers	TZNDI1982357	660112	86.8
lKasUXKYSqHiFWZEjIpAynffGcHbxq	short price	Jonathan Blankenship|Angie Reeves|Terri Anderson|Christopher Hall	YENOW8489612	671897	418.573949
rqPfKTBUlWGOWnPCUUzlTmtdiLncdC	use protect leave discuss	Nicholas Tran	NOZWY8788333	133713	646809511647.0
AzvxXtgUKzqAcPpYdvfhMftustxYQb	whose weight	Kimberly Hurley|Michael Wall|Catherine Gray	AFONG6877690	268417	46757.75288968
oMGUapZpABvOnpxZwybujIFeCIEmXS	condition difficult ever	Maxwell Martinez	HTZAM4854788	751856	4.176727111148
gieYbqMZSKCPOIkoqWnjtiwLQpIIKn	occur trouble lead	Jacob Kelley|Michael Summers|Donna Delgado|Stephanie Foster	ATDHL1706192	833227	2413807950052.6
udERSJjGxtxrIGAuykcVOBRpmspdAj	far or	John Manning	TDVQU1422932	257348	2415673007626.97
QacUQTbpsCMklQsgiMkXajhAXoJakv	my military letter	Benjamin Wood MD|Angela Delgado|Ms. Melissa Guerrero	SYVXL4924189	552818	6269729241826.35
leBuybgciCEMvAPystgLbgAxnbhQZt	teach practice	Patricia Powell|Brenda Miller|Shawn Johnson	CMWPX9134860	278685	544721.6
QXgGAyuiEDypWehPjtxCVnZRzbznNx	only leave or	Linda Sandoval|Jacqueline Watkins|Holly Smith|William Boyer|Lindsey Hawkins	MDXAQ0271956	722604	29472127.9
TezRFedRYjCuulhwhbDlZuroynHmGM	late else kitchen	Mrs. Nicole Mcgee	MYSJZ1209487	950051	7.2121
KeJzhYMsYfVZjOJaoqrkxiFhyCCYua	marriage amount girl	Brittney Collier|Beverly Chavez	JPNOW1189767	892583	548943.708447
MjXveoSmkcSWJpajZVvgfWaUVihJwq	business role	Jason Morrison|William Collins|Jessica Payne	ALHDB3576860	415394	46671913269762.0
bLMXVyvUUNEyeicKxAGGRCjlUpuYcs	forward exactly	Melissa Villarreal	MAGMK5070946	890658	4781650177.9884
NSlPrIMUowEwWEfsJCGETIVIMlHZko	finally cell leader	Kelly Lewis|Darrell Clay|Amber Miller	CFVFI7754446	284444	517350216657.75
BcBsAdPIyNxQVaSEWUGSIVnstXAZUN	system space	Ashley Callahan|Linda Smith|Herbert Cordova|Jose Stone	GEFLO7075602	327510	478062085.8205
CplGZHamgSdwaqapbMwRXITdCMGfwy	worry will when	Timothy Bailey DVM	NLKSD5833326	357661	2697772.39
VMnfRWDPcZYGcvbbYYhlrhFXIgDAff	hotel value	Manuel Rhodes|Tyler Johnson|Mark Shields|Cameron Daniel|Kristine Munoz	TNJMG3080781	445736	9411515087036.0
aITgDKaWTAzhRoHPetjOKojXiUwuas	paper Mr camera	Brooke Lewis	SCXZG7964795	255309	26616567355.0
LVahDSrKPYESSqZEWCMCdPFhJrcYoZ	tend loss	Kimberly Jenkins|Cory Collins	ZMAWB4161922	371163	76.9344
ucEkAAqSLEXoBUfBKzcaDxhvuNbFMD	mention player	Dr. Joel Sanchez|Benjamin Jones|Thomas Rosales|John Anderson	LTWMG0766070	809297	617351.23676
SXLmidOBmGqSDpjzEMfLAsRvuoShLm	behavior deep carry stage	Linda Medina|Peter Long|Abigail Keith	TRGNO0101511	257304	713628.0
SSRoZVhCxjsEfVlhDWbbTwacfSZEKz	professor science dog end	Denise Nelson|Michael Torres|Tara Hawkins	MRQNP4839683	967251	887473361967.0
KhnLOdEawABKpANNfAZvSfouxBoeqO		Lacey Walls|Charles Robinson|Tyler Phillips|Joseph Walls|Mrs. Yolanda Dunn MD	UZKOY4714504	872379	88785.5
bEgDhXRIhKuqjOnVivFqeHlfHJZqCp	care stage often	Kara Braun|Gregory Martinez|Luis Jackson	VCEBP8836773	370303	58013041515928.0
XUxCiWkppvQOmUsmZiWbTtUVZFZZyQ	within able bring	Jeremy Peterson|Brandi Goodwin|Dr. Raymond Perez|Matthew Newton|Jerry Johnson	CZZNH1463388	640755	46.80805422
coFSncIyNdIcmpDDkbTuYCNwHcEHLS	though responsibility where	Joshua Mitchell|Tanya Owens|Richard Sanchez|Joshua Benson	ALIBP7116131	265840	44801800613.0
vajEljeglxaydNgSUcPEumoRhbUIMN	very level really	Kevin Miles|Jacob Castillo	VCFSP8336761	295422	2554449429.3
kXAJmWVMWOeFedZtXvRApvJuBWQdQs	wonder ok break	Allison Maldonado|William Thomas|Meghan Dunn|Benjamin Gomez	GQQVD9487619	2885	86115153.12398
qqSmEdVcmIYhJJlpiFUGorcexsHSSN	role action sometimes support	Kim Perez|Autumn Franklin|Jennifer Ellis|Erica Ford	BTGGQ8434566	499667	77850019813.396
VTkWSMiRPPJJogGgciGWPfOcUfiZww	discuss capital decision	Anthony Waters|Alicia Martinez|Deborah Howard|Joshua White|Eric White	SRPVX3896280	950951	243982.9
dvuqNrNlJikerKUTNUEyQNIBZjtzXh	human need now	Travis Velasquez|Alexis Walker|Misty Meadows|Amber Snyder|Julie Sparks	HTPOP6762803	371919	9559582883534.78
HluGBtItpnfTOMDhQXGhZDvWZssflc	school own art section	Cesar Jackson|William Burns	SVXMG4312485	820735	91281871557912.3
BHEpsBaMzVGFIQGxzdvxPEcTiqFubm	month middle	Matthew Lopez|Brian Davenport|Philip Phillips	MZRIJ9754581	183386	4347771.91644
qLcvxAKhRPnEOvNXOlJehvoEXqzHZO	article rest since hand	Philip Jarvis|Terri Grant|Jessica Camacho|Sean Bird	MMITG7898476	54923	5672987.9732121
leXCXObswHjgBahISWrKJMBfqGyGWB	blue most investment	William Matthews|Isaac Hernandez|Briana Hunt|Zachary Salazar	NIYCT8864920	517964	712085401.819
JHFdseiFxpYpaFssDjEmwjFkINWtIp	blue station how century	David Nelson|Tony Shah|Kyle Fleming|Brandon Baker	SRQIL3533848	41052	4649.31
YvLQRpSkdIIUKLwfPQpoeuMxBKeFWT	record area may record	Rebecca Clements|Michele Perez|Nicholas Mcpherson|Benjamin Allen	SASMB6329188	12519	4.6935381
tIsisyEHdEcHCgheKBnghKfScydPQH	beyond popular	Perry Mcdonald|Michael Wright|Robert Kaufman|Joshua Rose	UYXYQ0338123	750912	60294527.516
ShaYwbZVJwhUjrzLMziwjFIjmkpVxG	line drive center my	Chloe Peterson|Mark Jones|Stanley Shepherd|Jonathan Garrison	GRYYQ0798933	10339	9636781771.296
vzuFPBZGqLnaeQvqbfTAKWVCRTYFTx	success home	Victoria Martin|Margaret Robertson|Lisa Johnson|David Simpson	NONIG0949279	63525	81614803333.6378
QoSCRztOtbAxkjlwyuZNUZGciwUkvt		Zachary Taylor|Mr. Jeffery Hayes DDS|Daniel Cooper|Stacy Simpson|Amanda Fleming	KMGIK8549460	897480	14482991732009.0
QiImbfXpjmKgQKSZlckujTCOpnHeDR	again recently	James Hill|Kristina Johnson|Douglas Wells|Faith Foley	MHTXU2490603		7362023.9
OcGWmznehYaJCDhueCsZKhmmBDEnQk	resource again	Erica Booth|Julia Morrow|Jacqueline Rivera|Amber Barrera		163910	73689171862843.0
kgcRxPVNcaJjyZrVPqoBXZlkSgrfcX	morning set	Jason Parsons	IQNUN5971816	708814	86086901.6
TMxVkkBJdOgVbUAOYYTkFdfdjXOCzD	morning ready	Charles Walls|Rebecca Arias|Lee Campbell|Kendra Juarez	KEDCE3429579	495471	26498352004011.0
sBKyDmXWkIbpPgnRLXWXQzueuxHQyf	whose but travel	Carol Martin|Zachary Howard|Cassie Cox|Elizabeth Ortega	LUQIV4063515	68333	3.692257
EgMOXvRKMGGFovVwkdkjMAxOnbMnwU	as college	Chad Beck|Darrell Drake|Christopher Mitchell	CLVYD0152598	641670	87613271.0
ONnAuvbAPJCdWUkOCVkoNtUcrzzCZK	oil focus garden	Elizabeth Lyons|Vickie Jones	DKETD5576325		63656546.3784
VUekrlBoDlohOTrhLAlDqsboxvmDcV	join join ten	Seth Jones|Catherine Stewart	ILBRE8858313	939140	764071229965108.0
YNzCBNzliYSlvXRbNhEwYDTnesltTj	ten thank behavior	Samantha Powell|Frank Miller|Michael Johnson|James Marsh|Candice Lane	MCXIF1824087	485358	5.6255
eVAccQJudtBsjupdrSZnaLLLSHbUlS	call fight son get	Maria Cummings|Stacy Downs|Timothy Allen	BFNFP5541549	955692	1717122.807
PYkGPOopYDZsjKaqHCUURDiCyGvdWr	interview draw	Jeffrey Stout	AOBTD0708035	153047	29.4807123
tAgLLmdCBWKXZivvYguKOnCZUFmfaf	result improve	Pamela Knight|Erika Valencia|Melvin Murphy|Kimberly Brennan	SMVAZ7653630	947885	1491140.754
DCFjWQqVUjCOMQwcpCbFHCgstmyzds	product ready decide attention	Stephanie Garcia|Dylan Oliver|Nicholas Barnes	IRXGE7014248	904334	753511219.0
KDhteoAPYtlaofroOnAEybEqHowBCI	save many increase better		MLEWV8014813	239501	1887380.5223394
nPSBDuQiDZLKiFLNCFAlrBjGFHqTxO	behavior station such	Alex King		186093	6.3742767538
ZFCZzNPXxkWFTlqGheChYLsCkjxieb	interesting gun recently amount	Jack Harris|Gregory Burgess|David Stewart|Christopher Stokes	MLPFA5481789	129552	270480.366
ynuuYOHqnVKcvGcZcwDbLSbIKsxJvs	part down there	Timothy Bond|Mary Smith|Ruth Wright|Kayla Alexander	MKIWJ0359629	720391	591036534266.0
rYHCjxggjRrWxVmZltwgSTeKSCcfZH	color sure	Megan Robinson|Joshua Oliver	MXYTC1813567	530794	9180562.8485851
qaKFibfjUuwYBZrRqLgloyueEmzJRL	information he here		AMUUP2694746	208556	13900269.71035
TGOtBRYGuhmhkVZElSeYzuiZpYkNDw	none information serious	Mr. Michael Fuentes		182595	57551451953.97
pxEzoSPkNOnVtxlkOJJgiqlipvptRo	doctor cause sometimes for	Jonathan Lewis|Amanda White	RUDBM1004845	772842	6728192160793.0
FiGBypDKjhVQrHHxmJunJeIwMpnTla	our nearly sound Congress	Janice Lewis|Terry Salas|Gina Fisher	DMSDI3396368	589113	169780.58673
TaBjnSDhukFDdbLEVkbhjEooaPJBrk	ten feel cultural	Phyllis Becker|Jackie Buchanan|Robert Patel|Kimberly Hill	MWZZA1136400	549660	6505.403
CstdJfueunpFjkdXLMVJDOcczhKRWq	scientist she	Erika Lopez PhD|Philip Marquez|Madison Wu|David Phillips|Sarah Washington	NEUZL3696200	963751	513724682.572
lBXZluPrkVZTjMgxvlyoZHdooeQBGH	I feel Mrs police	Annette Garcia|Stephen Dunn|Ashley Brown	JPTQG0488053	215069	15575580531432.0
IUCNqwRNSJWLiGVbqrRhbtNZMkkBnI	other yeah word population	Debra Garcia|Michael Walters|Jeffery Lucas|Amanda Young|Lindsey Graves	CUMUQ4196903	54465	29.70067167
zlgNBIoVpRMbcdhylfDNPGDXmLzMZZ	present answer	Andrea Mcpherson|Rachel Richardson	SLQBT4204323	781114	693577.83475025
JAQdyMTYQUQUpthvvGLeqGnbcrktPE	have animal these	Angela Young|Michelle Barnett|Julie Leach|Angela Bentley	ISREE1455456	197241	918072889.34784
LOLLZjvFTDMYZlJzPZZkzLWMrheSRf	policy less goal goal	Amber Johnson|Thomas Huff|Cassidy Brown|Tammy Fox	AZXRJ9824967	499699	34238293.6419
KPOwXDEEHOhvsijHWFcisAzUmKArQl	war enough idea town	Betty Jordan|Bruce Pierce|Barry Moore|Savannah Andrade	KECBV3916507	562355	923.8290172
uqSQNMbpUNuKgkSNYSdpWgWgetuppY	indicate stand feel might	Samantha Fischer|Matthew Scott	ITRKS4891385	904798	38.547979837
nsKrPkZrlpkOBjOjvpZJIkmAXWfCLL	professor and	Samantha Huang|Jennifer Gilbert|Angel Lawson|Zachary Baker|Stephen Rogers	IQTEX8120168	365096	35482150722.608
GFjVsYzUdYsovrhPhsUVOuCfHQRsUd	majority direction	Kristi Mann	JOJUV2473528	729017	5619453038.8
oRWWlUdOWTzfXxmlKMHnKHYKbIqBRS	coach make hour	Kathryn Hunt|Nathan Adams|Bruce Harris	RWXVF3802843	264861	64.89358763383
JUmVCyHNZqlpcLaydpSCInuEOwqKXs	billion meeting job garden	Susan Stephenson|Jennifer Owen|Mary Walker|James Hunt	KNIQG0885213	39072	5961472619111.0
mVbdyuVGAxkOOmdRJmvxlpvPEFzYPu	edge view	Paul Davis|Michael Rivera|Ashley Sanchez|Angela Acosta MD	EGOAV5053562	823545	27778170.578
tjehclCijdUaplPBEusSZkhsockIfy	dream rate exactly	Valerie Shaw|James Terrell|Benjamin Mclaughlin|Kendra Vasquez	AZJVW0160562	518933	
kKTZcpuaWborKUVngrYPichIqSDfQA	become can approach	Chad Mitchell|Joshua Stevens|Mrs. Shari Jones MD	ERPEJ9606109	183907	941228047720282.0
irtUsQMVUepsTUyJhsJVGOBaEYPYcF	far total seven interview	Laura Taylor|Ann Hernandez|Sherri Gould|Alexander Sanchez	PLNFL1360865	711862	610037.5
wqxvvVSPicQUtULdqgfpvUHmSlFZat	various build	Leslie Duarte|Steve Pugh|Kristin Howell|Kayla Fields	ALHZK7503312	260974	613857.105
fgVubzTcmwGiftxGOBNjmMQllzKPaY	half campaign discover material	Cole Watkins|Tracy Lin|Yvette Cervantes|Paula Carter	ITDSQ3434117	377776	585.14265
pMxhRKFIJIrDiyRoXqZiZRrksyptRd	course resource tough	Ryan Moore|Ryan Thomas|Katherine Colon|Mary Hawkins|Deborah Russell	MWNRI7437900	148241	5129082888.0
uvzcadxbRpQzJtxkRdfElTelLaGcSD	game role	Tricia Baxter|Lisa King|Justin Sanders	MKJYG0073620	2299	80882732.20365
cjkMvjAxgIxRHocZLiESMffuFzWgNw	individual friend	Linda Morton|Paula Norris|Austin Moran|Joel Case|Courtney Russell	PYQTB5236472	7662	5562166571.9
oKoLLWkOPQhTHOKujyoWyoNPtOfLfL	position body federal	Shawn Smith|Ryan Sutton|Larry White	GEXPV4321689	835871	43914241.910576
ZxxjtQSoViClglazHHCCXeEBZVtrJv	industry feeling	Michael Jones|Charles Adams	LVXAA3165346	955937	4461036.0
ZiUfcgRTgGFcyABOfGiSUFZzZkFkIp	each place piece likely	Christopher Wade|Crystal Wilson	ILDAZ9904561	606730	9.193284905634
VjDQRXYrVjNpyqDJrJZjrHNTpKMOAq	be material	Tamara Cooper|Brett Alexander|Stephanie Jackson|Wayne Chan|Dr. Steven Barnes	JOATB5962143	139107	9724767.1
pNZTwEUfplWeSsCqVFyMzsyMfrshOr	not show necessary	David Harris|Brenda Smith|Julie Moreno|Melissa Dodson	IDWZK4912683	934116	5627229822.9
cFDGwYCqqIOkANofSvZiHVNNdukLeF	policy hotel sure	Andrea Kim|Aaron Rodriguez|Mr. Christopher Duran	TTAVF6941544	992029	88031240448.7882
coqXAumOsHMCNSWAnbdpYepeIrztkx	decision stage citizen yourself	Andrew Nelson|April Dillon|Christopher Wagner|Benjamin Larsen|Jacob James	NZNQZ2581337	341145	3076089.8
IjBRhKAfEgYHwJhzxlWNshgWyVqKNn	region build various read	Bradley White|Nicholas Murray|Martin Gordon	GWJIP1531288	768395	7.68
YBhMppFtAsTHsiBkCSsjNjjvpKBoqW	eat page however	Dakota Mcdonald|Daniel Cole|Ricardo Hughes	MCEYN1957255	423430	294108729869.7
XaTQxDBzyfErIdeTdjzcUfFVeaBWsj	man rest wear	Kimberly Cannon	COZHZ8083667	933753	637869437469764.0
YxDpCeOsSzXwOmkxPKfngapfVeVOPX	agree up single industry	Christopher Hickman|Melissa French	KEKQJ2796968	339521	112.841486
vICmQhAtpvUybxBNAYvCQQMdXugQio	summer space mean	Alexander Lucas	AGWYL1196566	677305	35448789578.57
JiNgwbllnFBYMTKeXrrFkudKCTTEUl	say fight	Christopher Sims|Ashley Gibson	UYCXT7930078	436368	252020621194.84
jyfLbDizvGUlHiveZSIAFDAuBmBEDr	recent never key here	Ashley Kramer|Dillon Lee	KEIFT9486393	224125	405.667912
XGRZYFmgtdApYaRjYOAempoMBrKVTC	party in ready large	Mr. Luis White MD|Eric George	SMQME2519768	757492	7647.0
dGwxzyLPTJuOEMbSlEkbDOzvDBqjox	understand too	Joel Vasquez|Paul Johnston	ADUFY0003016	572351	614527.0
ePIgnUfomNRHLWbbhMtfSVrdXqYZRq	campaign course	David Trujillo|Charles Brown|Brian Zimmerman|Anna Johnson|Ashley Patterson	BSLRY8292093	15955	269358051663980.0
dTEariePKjPwGYtJdyWaaFGaxGzxeB		Maureen Myers|Dana Sparks|David Wood|Katherine Gomez|Douglas Mcclure	KRTZO5442517	193051	96099.0
zAuaaOSwlNmOEbALtUagjXfGuTDZht	central PM true	Billy Green|Samantha Flores|Michael Moore	UAYVI0228705	389905	84422935028.0
iAtYQBDHmDFdohoIUdrfKEZzstKbFa	adult challenge	Cynthia Medina|Austin Martin	ADYPX8188310	311896	1039500866814.0
sOHxYihsudGNXAsgPiWWBpAGutOXoU	Mrs teacher performance	Melissa Perry MD|Tamara Jones|Joseph Jones	SEOSL3522965	820557	7.853782609
NCWWVPNzWlLCycztbSAWUsfFfIJcjD	add office	Nicholas Foster|Stephanie Patterson|Megan Jacobson|James James|Mark Robinson	ROEBZ9170121	867225	858935777202258.0
QirXRAsLpGsKuMREiCgvPEepTDJeYd	reflect speech at	Diana Guerra|Kayla Scott|Erin Davis|Gabriella Williams	MYEUC4014394	661386	5271144437.0
cFeHMUXyjcAdFByXtWwABJjQPeJdsR	building contain more		TJWJM1396120	452417	64264536.6924
KfSBIqIrBlIIWZVfWJWHefcyodRJbs	style attorney	Crystal Mills	CDMBZ1661671	948426	561626718181321.0
vKPFNijGQQYOVNTcrZiOdZdojtYkti	add rest short become	Steven Walton|Steven Garcia|Billy Mullen	UZKAN6282103	495625	8748444.7146
yfjTfGaUabyIHFjgrebjMgYvzBMBFi	store light	Wanda Conway|Melissa Patterson|Emily Ramsey	HRKLG6293647	514652	333005364.9539
lXTcIMdwuENyJxrzxBPanremObjxmK	history possible everyone	Luis Franklin|Jerry Thomas|Kathleen Good|Jerry Brown|Laura Anderson	PAQNU3860521	496988	774.8297
BuTAtNnZVytHDpFqBfxDEoRZJZIzob	cup big glass upon	Vincent Sandoval|Patricia James|Randall Lynch|Jessica Alvarez|Jimmy Sherman	KESTT8392012	307917	9556433.56
BnQWTBmbrZfwFyyyPYDRnMczxZxtbA	risk tell long	Ryan Davis|Edward Miller|Natalie Savage|Diana Donovan	PACBL9380198	366530	1.604799
bQcCSKNssAAOCgxpVByZYEOlIcxFeS	section major case threat	Michael Neal|Timothy Malone|Melanie Rasmussen|Pedro Reed	AGEWQ7794489	701098	45795272676842.7
PwiDHzJdgQPKmwmqWscTzLOlaawPyW	enter worry type despite	David Brown|Jason Mendez|Larry English|Chad Guerrero	ALPPI3558243	788800	93978279852646.2
HlhRusTXGjdrhKbqrcsgVrbuRmTUUs	recently soon sport	Stephanie Murphy|Anthony Barnes	HRLEF8960375	69739	41337658.8389562
hRANuiCnqOOuUTqoWAYQZPomlMzmQl	those easy	Sheila Jones|Mark Rangel|Laura Murphy|Emily Henry|Ashley Evans	FIVIL2134606	780851	526.22
xgokMGlOzOwALbNQABiObfgAVJyVMW	require large yeah	Tammy Spencer|Harry Wilson	FMXCK7061148	926481	4.9224361
ykQXTjuVAwZmZTHHSLCYoJBTfGuFHR	international respond arm center	Sherri Jackson|Virginia Barajas|Tina Evans	IRHZJ7254394	810903	1335689203.4
BybtSVHUkucwDaqUuxyileUFCDiCXU	economic cell trial spend	Timothy Ochoa|Karen Liu|Erica Johnson|Mary Ryan	GNCIH9746476	123912	6.623504796
YkaorIJodKqlUeHyVgcYPTPsGbZvbM		Sandy Montgomery|Michael Love|Kristen Barnes|Gary Craig|Dana Meyer	PENKL0972877	697110	98.4375
ttjbReCzVIUHkKwkNQarTvhXWSHAVb	particularly before able	Robert Taylor|Richard Martinez	AOVMT4361607	687242	992653.71
ptOKQxEWrxpKDuBkOQIoDiPFaMFniF	watch feel	John Flores|James Ross|Gabriel Norris|Philip Ford DDS|Whitney Powers	ARXUI1587963	482522	10028.8081391
OhYltMfRiBpBQfdwysesNMzoJrUAQZ	image type identify until	Cynthia Blair|Denise Russell MD|Jorge Henderson	TMHJG6053974	220298	9043527227.0
XbvCOHMfMnXipLHhryMEOZNslUZxlQ	produce science difference	Brittany Richard|Rebecca Rogers|James Vincent	IEKNU8077419	605859	170785250258819.0
pLDUEsqbSBJfyyLOqafigpLfAHoeYE	late officer region someone	Christopher Martinez|Maria Moore|Amanda Jones	DKTEQ7598142	248251	42726.8387178
SRJHZEhwKYRepXGOkOArnDBjWNHwBU	read management growth	Tiffany Collier|Christian Morrow|Harold Vega	GBOYA2556487	658804	84490205099.1
gvMnvpjHbfGljpKKOuvypNTOgsjJrr	security amount themselves under	Ronald Cook|Jill Johnson|Wanda Gomez|Ashley Salazar MD|Ernest Shelton	CZMQW2806543	700561	9556675062137.7
EghcopxqIiEaAMTBMowxqlWUgjqLfh	close various speak	Jonathan Hunt|Taylor Morrison|Christine Wilson|Chad Murphy	GQMYA8028487	605162	761075504.0
hmCdnsnJndcTdqRGldgIgRyGHfjUnQ	finally still	Eric Martin	AZVMA3830802	822584	3894.848484295
msawYLNmTbYjjLUbngATeOFcmCOnMc	husband cup land	Shelby Martinez|Alison Morales	CVGXE6007296	2302	2592104.17
vjxoIcPasMMrbzUIPGRXnJpwzkwCQt	station impact	Raymond Richardson|David Grant	RWWVB3492750	37213	3162884919.0
qVqtKhgMvDGjVvBHFtIQqmZIzbbvGe	threat about response section	Mr. Richard Johnson Jr.|Walter Rice	LAKJE3760198	447435	11297126735.9
xRGMFkybJZOwvknMvitblAICaBshcy	religious growth	Marissa Bennett|Nancy Bates	CADKG6211220	377645	
BoCkWlmPNBqVxscJziWmLTNINAUHzV	story fear plant	Tonya Simmons|Kevin Daniels|Kyle Dickson|Lindsay Wilson	NEFKQ0058228	218549	243.44702
jIfqehKPLNPBhEMQHGAPonJIAOcQLy	as few today poor	Scott Cherry|Adam Roberts|Andrea Monroe	DMPRU0761623	647584	411294669.0
EhrzfAhUHiITMOGOsQREMAacsvGBGj	kind imagine bring	Elizabeth Joseph|David Leblanc|Dr. Linda Clay	HTDDZ6235990	827696	2.0
YduwuNGrfnCKBiHDpLqlgdiRVHPvwt	play kind sing clear	Derek Benjamin|Christina Boyd	BRJUG4567215	730142	61693759737056.0
hjntthjDKvPVgYysksciVNjtMuOyoA	actually information child week	Anthony Ross	KRNUT0897215	366159	
QqhbdciyoClvqiLYAMFECFqlwkiyMt	side career	Christina Monroe|Paul Fox|Christopher Brown	ZMACG0740575	955949	49555.58848
NexCgGhLYUjFfdZffAFnqvnCAAGqCg	foot religious learn identify	Noah Galvan|Laurie Delgado|Matthew Campbell|Jason Morgan	GYGCJ7367778	983924	211.3245
irkALPAIjhtJNjwJFgEvPLttKnQCpd	president true money security	Denise Chapman|Jessica Lawson|Laura Gross|Matthew Myers|Kathryn Taylor	PHJKT5145902	177304	328252890473609.0
hzyEOaBzQKHuIaKlbyYahwLxukezaa	democratic threat draw	Christopher Herrera|Julie Jones MD|Hannah Hopkins	GBGXH0007755	609529	62.967
RRfBNQQczjDucoUCdNJnpOCIBolbRw	off name east	Elaine Sanchez|Mark Anderson|Deborah Avila|Robert Johnson|Natalie Lewis	TVJRR6725105	311693	49958244900.8
VmQPKZMiuhSGSWsAPpMbUjtmOJrNdO		Amy Cohen	KGCXW9836163	571451	7414149236271.14
mLgpVuBZIaGdbirjYMYUxCcLkjjTNg	social rate special	Lindsey Fields|Tom Larsen|Michelle Parker	SDUTG3114931	968858	5407860.965
VHHqvCSwWwbqucWqthkcMkiTqQaDjr	onto data ball	William Dawson	NEYQR7274086	778212	9.95352
EHxgtSCvUmZezQiTWKDEPvGqlsVPvz	score five article	Timothy Hamilton	KZXGF0914798	733181	0.40951825783
